cfg,nombre,dia,minZ,elev,az,torsion_max,mv,fs_min_criba,theta_fs_min,hay_cero
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1140,38.7857,320.5000,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1160,35.6071,316.3514,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1180,32.1920,312.6665,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1200,28.5805,309.3944,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1220,24.8063,306.4858,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1240,20.8973,303.8950,0.0000,17,0.000000e+0,-32,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1260,16.8774,301.5817,0.0000,17,0.000000e+0,-19.5,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1280,12.7680,299.5110,0.0000,17,0.000000e+0,-10.5,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1300,8.5930,297.6533,0.0000,17,0.000000e+0,-3,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1320,4.3962,295.9837,0.0000,33,0.000000e+0,1.5,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,680,6.1794,87.8345,0.0000,17,0.000000e+0,-14,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,700,10.9081,86.3640,0.0000,17,0.000000e+0,-30.5,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,720,15.6602,84.8431,0.0000,17,0.000000e+0,-48,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,740,20.4114,83.2469,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,760,25.1514,81.5460,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,780,29.8721,79.7046,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,800,34.5652,77.6773,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,820,39.2209,75.4045,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,840,43.8256,72.8064,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,860,48.3608,69.7727,0.0000,17,0.000000e+0,-55,1
1,"Arequipa · cresta 1 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az 0°",21-mar,880,52.7997,66.1475,0.0000,17,0.000000e+0,-55,1
