bloque,cfg,nombre,dia,minZ,elev,unidad_o_pareja,bisection_deg,barrido_fino_deg,delta_deg,cruces
minGroundLight,19,"Zaragoza · pendiente 6 · N-S constante -3° · quebrado · alineadas ×1 · 10 filas · az -20°",21-dic,900,13.023,"[2,3]",5.370082,5.353400,0.01668240,1
minGroundLight,19,"Zaragoza · pendiente 6 · N-S constante -3° · quebrado · alineadas ×1 · 10 filas · az -20°",21-dic,900,13.023,"[4,5]",5.370082,5.353400,0.01668240,1
minGroundLight,19,"Zaragoza · pendiente 6 · N-S constante -3° · quebrado · alineadas ×1 · 10 filas · az -20°",21-dic,900,13.023,"[6,7]",5.370082,5.353400,0.01668240,1
minGroundLight,19,"Zaragoza · pendiente 6 · N-S constante -3° · quebrado · alineadas ×1 · 10 filas · az -20°",21-dic,900,13.023,"[8,9]",5.370082,5.353400,0.01668240,1
minGroundLight,5,"Zaragoza · pendiente 10 · N-S aleatorio 3° · quebrado · bagnarelli ×2 · 10 filas · az -20°",21-jun,760,70.452,"[4,5]",16.170249,16.153700,0.01654940,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1060,75.485,"[2]",16.342873,16.326400,0.01647284,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1060,75.485,"[4]",16.342873,16.326400,0.01647284,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1060,75.485,"[6]",16.342873,16.326400,0.01647284,0
minGroundLight,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,400,5.850,"[4,5]",2.210917,2.194800,0.01611691,1
minGroundLight,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,400,5.850,"[6,7]",2.210917,2.194800,0.01611691,1
minGroundLight,9,"Zaragoza · pendiente -10 · N-S senoidal 4° · mono · alineadas ×1 · 6 filas · az 15°",21-mar,900,33.860,"[1]",45.356351,45.340400,0.01595067,0
minGroundLight,9,"Zaragoza · pendiente -10 · N-S senoidal 4° · mono · alineadas ×1 · 6 filas · az 15°",21-mar,900,33.860,"[4]",45.356351,45.340400,0.01595067,0
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-mar,840,43.826,"[4,5]",46.864920,46.849300,0.01561958,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-jun,1140,5.942,"[1]",8.487219,8.471800,0.01541883,1
minGroundLight,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-mar,400,5.850,"[2,3]",15.943295,15.927900,0.01539533,1
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1000,83.044,"[2]",3.189511,3.174700,0.01481114,0
minGroundLight,8,"Arequipa · valle 2 · N-S senoidal 2° · quebrado · alineadas ×1 · 6 filas · az -20°",21-dic,880,59.846,"[4,5]",26.523443,26.508900,0.01454250,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-jun,1140,5.942,"[4]",4.615984,4.601500,0.01448401,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-jun,1140,5.942,"[5]",4.615984,4.601500,0.01448401,0
minGroundLight,12,"Zaragoza · aleatorio 42 · N-S aleatorio 2° · mono · tresbolillo ×1 · 6 filas · az -20°",21-mar,760,48.259,"[4]",27.302812,27.288400,0.01441218,0
minGroundLight,13,"Arequipa · pendiente 10 · N-S rotula 4° · mono · alineadas ×1 · 6 filas · az 0°",21-dic,1300,21.234,"[0]",11.018600,11.004200,0.01440020,1
minGroundLight,4,"Arequipa · pendiente -6 · N-S constante 6° · mono · alineadas ×1 · 8 filas · az -20°",21-mar,1340,8.156,"[0]",26.629180,26.615300,0.01388048,1
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-mar,840,43.826,"[2,3]",46.799137,46.785300,0.01383677,0
minGroundLight,18,"Arequipa · cresta 1 · N-S aleatorio 3° · mono · tresbolillo ×2 · 6 filas · az 0°",21-jun,920,44.450,"[2]",29.384233,29.370600,0.01363286,0
minGroundLight,12,"Zaragoza · aleatorio 42 · N-S aleatorio 2° · mono · tresbolillo ×1 · 6 filas · az -20°",21-dic,660,23.493,"[4]",13.397587,13.384200,0.01338737,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-jun,1140,5.942,"[2]",8.484376,8.471800,0.01257592,1
minGroundLight,12,"Zaragoza · aleatorio 42 · N-S aleatorio 2° · mono · tresbolillo ×1 · 6 filas · az -20°",21-jun,540,47.627,"[2]",39.886718,39.874800,0.01191759,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-mar,1040,71.829,"[2]",2.342852,2.331400,0.01145249,0
minGroundLight,18,"Arequipa · cresta 1 · N-S aleatorio 3° · mono · tresbolillo ×2 · 6 filas · az 0°",21-mar,1060,69.576,"[1]",14.053298,14.043000,0.01029834,0
minGroundLight,9,"Zaragoza · pendiente -10 · N-S senoidal 4° · mono · alineadas ×1 · 6 filas · az 15°",21-jun,940,42.079,"[1]",48.173487,48.163200,0.01028685,0
minGroundLight,9,"Zaragoza · pendiente -10 · N-S senoidal 4° · mono · alineadas ×1 · 6 filas · az 15°",21-jun,940,42.079,"[4]",48.173487,48.163200,0.01028685,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-jun,380,18.045,"[1]",30.169279,30.159300,0.00997917,1
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[0]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[1]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[2]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[3]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[4]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[5]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[6]",54.999929,54.990000,0.00992920,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,560,33.687,"[7]",54.999929,54.990000,0.00992920,0
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-mar,1140,54.635,"[4,5]",34.589341,34.579700,0.00964054,0
minGroundLight,21,"Zaragoza · pendiente 10 · N-S senoidal 4° · mono · medios ×1 · 6 filas · az 15°",21-mar,580,36.634,"[2]",18.665817,18.657100,0.00871690,1
minGroundLight,18,"Arequipa · cresta 1 · N-S aleatorio 3° · mono · tresbolillo ×2 · 6 filas · az 0°",21-jun,920,44.450,"[4]",28.410896,28.402300,0.00859590,0
minGroundLight,8,"Arequipa · valle 2 · N-S senoidal 2° · quebrado · alineadas ×1 · 6 filas · az -20°",21-mar,1180,45.748,"[0,1]",39.559861,39.551800,0.00806061,0
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-mar,1140,54.635,"[2,3]",34.529592,34.521600,0.00799187,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-jun,380,18.045,"[2]",18.737691,18.729900,0.00779121,1
minGroundLight,8,"Arequipa · valle 2 · N-S senoidal 2° · quebrado · alineadas ×1 · 6 filas · az -20°",21-mar,1040,71.829,"[4,5]",9.594078,9.586600,0.00747830,0
minGroundLight,18,"Arequipa · cresta 1 · N-S aleatorio 3° · mono · tresbolillo ×2 · 6 filas · az 0°",21-mar,1060,69.576,"[2]",14.110633,14.103400,0.00723325,0
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1020,82.351,"[2,3]",5.376802,5.370400,0.00640241,0
minGroundLight,18,"Arequipa · cresta 1 · N-S aleatorio 3° · mono · tresbolillo ×2 · 6 filas · az 0°",21-jun,920,44.450,"[1]",29.070431,29.064800,0.00563130,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-jun,440,29.019,"[3]",25.875689,25.870700,0.00498913,1
minGroundLight,8,"Arequipa · valle 2 · N-S senoidal 2° · quebrado · alineadas ×1 · 6 filas · az -20°",21-jun,1000,49.919,"[0,1]",20.572428,20.568200,0.00422767,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,580,17.279,"[3]",12.143365,12.139400,0.00396458,1
minGroundLight,21,"Zaragoza · pendiente 10 · N-S senoidal 4° · mono · medios ×1 · 6 filas · az 15°",21-mar,620,41.836,"[1]",43.890651,43.886800,0.00385066,0
minGroundLight,21,"Zaragoza · pendiente 10 · N-S senoidal 4° · mono · medios ×1 · 6 filas · az 15°",21-mar,620,41.836,"[4]",43.890651,43.886800,0.00385066,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,720,15.660,"[5]",27.571122,27.567700,0.00342153,1
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-mar,1340,8.156,"[0,1]",29.897843,29.894800,0.00304346,1
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-mar,1340,8.156,"[2,3]",29.897843,29.894800,0.00304346,1
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-mar,1340,8.156,"[4,5]",29.897843,29.894800,0.00304346,1
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-mar,1340,8.156,"[6,7]",29.897843,29.894800,0.00304346,1
minGroundLight,20,"Zaragoza · llano · N-S rotula 2° · bifila · tresbolillo ×1 · 10 filas · az 0°",21-mar,1040,9.753,"[0,1]",15.726028,15.723200,0.00282787,1
minGroundLight,20,"Zaragoza · llano · N-S rotula 2° · bifila · tresbolillo ×1 · 10 filas · az 0°",21-mar,1040,9.753,"[2,3]",15.726028,15.723200,0.00282787,1
minGroundLight,20,"Zaragoza · llano · N-S rotula 2° · bifila · tresbolillo ×1 · 10 filas · az 0°",21-mar,1040,9.753,"[4,5]",15.726028,15.723200,0.00282787,1
minGroundLight,20,"Zaragoza · llano · N-S rotula 2° · bifila · tresbolillo ×1 · 10 filas · az 0°",21-mar,1040,9.753,"[6,7]",15.726028,15.723200,0.00282787,1
minGroundLight,20,"Zaragoza · llano · N-S rotula 2° · bifila · tresbolillo ×1 · 10 filas · az 0°",21-mar,1040,9.753,"[8,9]",15.726028,15.723200,0.00282787,1
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1000,83.044,"[2,3]",3.249228,3.246900,0.00232807,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1320,4.396,"[0]",13.391479,13.389600,0.00187910,1
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1320,4.396,"[6]",2.397831,2.399600,0.00176855,1
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1320,4.396,"[7]",2.397831,2.399600,0.00176855,1
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1320,4.396,"[8]",2.397831,2.399600,0.00176855,1
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1320,4.396,"[9]",2.397831,2.399600,0.00176855,1
minGroundLight,8,"Arequipa · valle 2 · N-S senoidal 2° · quebrado · alineadas ×1 · 6 filas · az -20°",21-mar,1040,71.829,"[0,1]",2.338209,2.336600,0.00160942,0
minGroundLight,22,"Zaragoza · valle 1 · N-S constante 0° · quebrado · medios ×2 · 8 filas · az 15°",21-jun,320,7.595,"[2,3]",22.572303,22.573900,0.00159737,1
minGroundLight,8,"Arequipa · valle 2 · N-S senoidal 2° · quebrado · alineadas ×1 · 6 filas · az -20°",21-mar,1040,71.829,"[2,3]",2.336493,2.335000,0.00149269,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1320,4.396,"[5]",2.401045,2.399600,0.00144497,1
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1000,83.044,"[4]",4.726094,4.724700,0.00139422,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1000,83.044,"[5]",4.726094,4.724700,0.00139422,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1000,83.044,"[6]",4.726094,4.724700,0.00139422,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,560,15.099,"[0]",4.324480,4.325800,0.00132008,1
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-dic,560,15.099,"[4]",4.324480,4.325800,0.00132008,1
minGroundLight,9,"Zaragoza · pendiente -10 · N-S senoidal 4° · mono · alineadas ×1 · 6 filas · az 15°",21-jun,940,42.079,"[3]",48.513609,48.513200,0.00040928,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[0]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[1]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[2]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[3]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[4]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[5]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[6]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[7]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[8]",43.328229,43.328400,0.00017140,0
minGroundLight,6,"Arequipa · cresta 3 · N-S constante 0° · mono · bagnarelli ×1 · 10 filas · az 15°",21-dic,1200,44.020,"[9]",43.328229,43.328400,0.00017140,0
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1100,66.799,"[4,5]",23.810529,23.810700,0.00017106,0
minGroundLight,17,"Arequipa · pendiente -3 · N-S senoidal 2° · bifila · tresbolillo ×1 · 6 filas · az 0°",21-dic,1020,82.351,"[0,1]",5.364531,5.364700,0.00016925,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[0]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[1]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[2]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[3]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[4]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[5]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[6]",43.720931,43.721100,0.00016922,0
minGroundLight,1,"Zaragoza · ondulado 1.2 · N-S constante 3° · mono · tresbolillo ×1 · 8 filas · az 15°",21-mar,900,33.860,"[7]",43.720931,43.721100,0.00016922,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1060,75.485,"[0]",16.276232,16.276400,0.00016763,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1060,75.485,"[1]",16.276232,16.276400,0.00016763,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-dic,1060,75.485,"[5]",16.276232,16.276400,0.00016763,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-dic,780,23.615,"[0]",32.120533,32.120700,0.00016745,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-dic,780,23.615,"[1]",32.120533,32.120700,0.00016745,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-dic,780,23.615,"[2]",32.120533,32.120700,0.00016745,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-dic,780,23.615,"[3]",32.120533,32.120700,0.00016745,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-dic,780,23.615,"[4]",32.120533,32.120700,0.00016745,0
minGroundLight,14,"Zaragoza · aleatorio 42 · N-S constante 0° · mono · medios ×1 · 6 filas · az 0°",21-dic,780,23.615,"[5]",32.120533,32.120700,0.00016745,0
minGroundLight,21,"Zaragoza · pendiente 10 · N-S senoidal 4° · mono · medios ×1 · 6 filas · az 15°",21-mar,580,36.634,"[0]",52.030334,52.030500,0.00016640,0
minGroundLight,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,"[0,1]",36.550034,36.550200,0.00016618,0
minGroundLight,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,"[2,3]",36.550034,36.550200,0.00016618,0
minGroundLight,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,"[4,5]",36.550034,36.550200,0.00016618,0
minGroundLight,23,"Zaragoza · aleatorio 7 · N-S rotula 6° · quebrado · tresbolillo ×1 · 8 filas · az 0°",21-mar,840,41.965,"[6,7]",36.550034,36.550200,0.00016618,0
minGroundLight,12,"Zaragoza · aleatorio 42 · N-S aleatorio 2° · mono · tresbolillo ×1 · 6 filas · az -20°",21-dic,660,23.493,"[5]",13.397634,13.397800,0.00016603,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-jun,1040,49.275,"[3]",9.441834,9.442000,0.00016567,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-jun,1040,49.275,"[7]",9.441834,9.442000,0.00016567,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,980,71.001,"[0]",10.960635,10.960800,0.00016459,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,980,71.001,"[1]",10.960635,10.960800,0.00016459,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,980,71.001,"[2]",10.960635,10.960800,0.00016459,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,980,71.001,"[3]",10.960635,10.960800,0.00016459,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,980,71.001,"[4]",10.960635,10.960800,0.00016459,0
minGroundLight,11,"Arequipa · llano · N-S constante 0° · mono · medios ×2 · 6 filas · az 0°",21-mar,980,71.001,"[5]",10.960635,10.960800,0.00016459,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-jun,1040,49.275,"[0]",10.126936,10.127100,0.00016440,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-jun,1040,49.275,"[1]",10.126936,10.127100,0.00016440,0
minGroundLight,0,"Arequipa · valle 1 · N-S senoidal 6° · mono · medios ×2 · 8 filas · az -20°",21-jun,1040,49.275,"[5]",10.126936,10.127100,0.00016440,0
minGroundLight,15,"Zaragoza · cresta 1 · N-S rotula 4° · quebrado · alineadas ×1 · 8 filas · az 15°",21-jun,820,63.162,"[0,1]",19.975139,19.975300,0.00016127,0
minGroundLight,15,"Zaragoza · cresta 1 · N-S rotula 4° · quebrado · alineadas ×1 · 8 filas · az 15°",21-jun,820,63.162,"[2,3]",19.975139,19.975300,0.00016127,0
minGroundLight,15,"Zaragoza · cresta 1 · N-S rotula 4° · quebrado · alineadas ×1 · 8 filas · az 15°",21-jun,820,63.162,"[4,5]",19.975139,19.975300,0.00016127,0
minGroundLight,15,"Zaragoza · cresta 1 · N-S rotula 4° · quebrado · alineadas ×1 · 8 filas · az 15°",21-jun,820,63.162,"[6,7]",19.975139,19.975300,0.00016127,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[0]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[1]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[2]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[3]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[4]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[5]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[6]",17.187643,17.187800,0.00015736,0
minGroundLight,7,"Arequipa · pendiente 6 · N-S rotula 2° · mono · alineadas ×1 · 8 filas · az 0°",21-jun,1060,48.094,"[7]",17.187643,17.187800,0.00015736,0
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,"[0,1]",7.834543,7.834700,0.00015673,0
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,"[2,3]",7.834543,7.834700,0.00015673,0
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,"[4,5]",7.834543,7.834700,0.00015673,0
minGroundLight,2,"Arequipa · pendiente -6 · N-S constante 3° · quebrado · alineadas ×1 · 8 filas · az 0°",21-dic,980,80.929,"[6,7]",7.834543,7.834700,0.00015673,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[0]",46.346443,46.346600,0.00015671,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[1]",46.346443,46.346600,0.00015671,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[2]",46.346443,46.346600,0.00015671,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[3]",46.346443,46.346600,0.00015671,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[4]",46.346443,46.346600,0.00015671,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[5]",46.346443,46.346600,0.00015671,0
minGroundLight,16,"Arequipa · cresta 1 · N-S constante -3° · mono · alineadas ×1 · 10 filas · az 15°",21-jun,1140,38.786,"[6]",46.346443,46.346600,0.00015671,0
