2026-08-07 07:47:27;Position null enabled for group 2 by "admin (Administrator)" from the web interface
2026-08-07 07:47:29;Position null enabled for group 3 by "admin (Administrator)" from the web interface
2026-08-07 07:47:33;Requesting safe position 0, wind_from_east: 0, for TCU 7. Reason: Default choice
2026-08-07 07:47:33;Requesting safe position 0, wind_from_east: 0, for TCU 8. Reason: Default choice
2026-08-07 07:47:34;Requesting safe position 0, wind_from_east: 0, for TCU 9. Reason: Default choice
2026-08-07 07:47:34;Requesting safe position 0, wind_from_east: 0, for TCU 10. Reason: Default choice
2026-08-07 07:47:34;Requesting safe position 0, wind_from_east: 0, for TCU 12. Reason: Default choice
2026-08-07 07:47:35;Position null enabled for group 4 by "admin (Administrator)" from the web interface
2026-08-07 07:47:35;Requesting safe position 0, wind_from_east: 0, for TCU 13. Reason: Default choice
2026-08-07 07:47:35;Requesting safe position 0, wind_from_east: 0, for TCU 14. Reason: Default choice
2026-08-07 07:47:35;Requesting safe position 0, wind_from_east: 0, for TCU 15. Reason: Default choice
2026-08-07 07:47:36;Requesting safe position 0, wind_from_east: 0, for TCU 16. Reason: Default choice
2026-08-07 07:47:36;Requesting safe position 0, wind_from_east: 0, for TCU 17. Reason: Default choice
2026-08-07 07:47:36;Position null enabled for group 5 by "admin (Administrator)" from the web interface
2026-08-07 07:47:36;Requesting safe position 0, wind_from_east: 0, for TCU 18. Reason: Default choice
2026-08-07 07:47:36;Requesting safe position 0, wind_from_east: 0, for TCU 19. Reason: Default choice
2026-08-07 07:47:37;Requesting safe position 0, wind_from_east: 0, for TCU 20. Reason: Default choice
2026-08-07 07:47:37;Requesting safe position 0, wind_from_east: 0, for TCU 21. Reason: Default choice
2026-08-07 07:47:37;Requesting safe position 0, wind_from_east: 0, for TCU 22. Reason: Default choice
2026-08-07 07:47:38;Requesting safe position 0, wind_from_east: 0, for TCU 23. Reason: Default choice
2026-08-07 07:47:38;Position null enabled for group 6 by "admin (Administrator)" from the web interface
2026-08-07 07:47:38;Requesting safe position 0, wind_from_east: 0, for TCU 24. Reason: Default choice
2026-08-07 07:47:38;Requesting safe position 0, wind_from_east: 0, for TCU 25. Reason: Default choice
2026-08-07 07:47:38;Requesting safe position 0, wind_from_east: 0, for TCU 26. Reason: Default choice
2026-08-07 07:47:39;Requesting safe position 0, wind_from_east: 0, for TCU 27. Reason: Default choice
